Date,Open,High,Low,Close,Volume,Adj Close
2015-01-15,17.039,17.765,16.929,17.732,329826800,14.91731
2015-01-14,16.841,17.369,16.841,17.039,309018800,14.33432
2015-01-13,16.643,16.951,16.61,16.698,178404900,14.04745
2015-01-12,17.05,17.281,16.445,16.742,367787200,14.08446
2015-01-09,16.72,17.875,16.621,16.973,491999900,14.27879
2015-01-08,17.457,17.468,16.72,16.775,330627100,14.11222
2015-01-07,17.49,17.787,17.083,17.391,385716800,14.63044
2015-01-06,17.60,18.348,17.402,17.743,511684500,14.92657
2015-01-05,17.534,17.875,17.116,17.677,513568700,14.87104
2015-01-02,17.259,17.259,17.259,17.259,000,14.5194
2015-01-01,17.259,17.259,17.259,17.259,000,14.5194
2014-12-31,16.995,17.369,16.621,17.259,468832300,14.5194
2014-12-30,16.445,17.05,16.313,16.896,443655500,14.21402
2014-12-29,16.94,17.468,16.181,16.445,625216100,13.83461
2014-12-26,15.73,16.324,15.609,16.247,466983100,13.66804
2014-12-25,15.125,15.697,14.883,15.675,455721900,13.18683
2014-12-24,15.521,15.62,14.641,14.806,417579500,12.45577
2014-12-23,15.84,16.478,15.488,15.521,441578800,13.05728
2014-12-22,15.598,16.72,15.554,16.148,683449500,13.58475
2014-12-19,15.356,15.62,14.993,15.499,436244200,13.03877
2014-12-18,15.642,15.774,15.081,15.279,499627800,12.85369
2014-12-17,14.839,15.829,14.663,15.521,869703600,13.05728
2014-12-16,14.168,14.63,14.135,14.619,438688000,12.29846
2014-12-15,14.08,14.102,13.706,14.036,335025400,11.808
2014-12-12,14.355,14.718,14.058,14.278,310558700,12.01158
2014-12-11,14.256,14.905,14.135,14.355,442571200,12.07636
2014-12-10,13.97,14.575,13.431,14.476,620272400,12.17815
2014-12-09,14.916,15.576,13.706,13.915,869193800,11.7062
2014-12-08,14.729,15.444,14.52,15.191,703922500,12.77966
2014-12-05,14.762,15.40,14.19,14.883,859647600,12.52055
2014-12-04,13.838,14.63,13.607,14.597,720041600,12.27995
2014-12-03,14.124,14.619,13.552,13.838,730561400,11.64143
2014-12-02,13.233,14.388,13.233,14.157,589371000,11.90979
2014-12-01,13.695,14.278,13.332,13.376,607270300,11.25276
2014-11-28,12.683,13.728,12.628,13.64,832183200,11.47486
2014-11-27,12.628,12.892,12.408,12.628,439738300,10.6235
2014-11-26,12.375,12.573,12.21,12.452,452263300,10.47543
2014-11-25,11.891,12.199,11.825,12.188,289490100,10.25334
2014-11-24,11.627,12.089,11.495,11.946,474049900,10.04975
2014-11-21,11.638,11.902,11.506,11.869,209997600,9.98498
2014-11-20,11.495,11.726,11.407,11.627,162402500,9.78139
2014-11-19,11.473,11.594,11.429,11.517,145326600,9.68885
2014-11-18,11.825,11.88,11.473,11.495,254900900,9.67034
2014-11-17,12.034,12.188,11.803,11.825,214519800,9.94796
2014-11-14,11.968,12.078,11.825,11.99,198414300,10.08677
2014-11-13,12.21,12.518,11.946,12.034,371263900,10.12378
2014-11-12,11.935,12.177,11.814,12.155,271038500,10.22558
2014-11-11,11.682,12.386,11.682,12.012,653738900,10.10528
2014-11-10,11.583,11.891,11.462,11.605,489376800,9.76288
2014-11-07,11.011,11.429,10.978,11.198,407114100,9.42049
2014-11-06,11.011,11.044,10.945,11.033,101863000,9.28168
2014-11-05,11.088,11.121,10.956,10.989,157561400,9.24466
2014-11-04,11.22,11.22,11.022,11.077,163212600,9.31869
